game_id,language,n_rounds_is_known,max_rounds,played_rounds,agents_communicate,elicit_beliefs,tom_order,agent1_name,agent1_llm,agent1_personality,agent1_knows_opponent_with_prob,agent1_strategies,agent1_scores,agent1_messages,agent1_beliefs,agent1_beliefs_2nd_order,agent1_belief_brier_per_round,agent1_belief_mean_brier,agent1_belief_mean_p_outcome,agent1_belief_agreement_rate,agent1_regret_per_round,agent1_regret_mean,agent2_name,agent2_llm,agent2_personality,agent2_knows_opponent_with_prob,agent2_strategies,agent2_scores,agent2_messages,agent2_beliefs,agent2_beliefs_2nd_order,agent2_belief_brier_per_round,agent2_belief_mean_brier,agent2_belief_mean_p_outcome,agent2_belief_agreement_rate,agent2_regret_per_round,agent2_regret_mean,welfare_mean_sum,welfare_mean_min,welfare_mean_gini,welfare_efficiency,welfare_per_round
game_0,en,True,10,10,False,True,2,agent1,Claude Haiku 4.5,cooperative,0.7,"['OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA']","[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0]",[],"[{'strategy1': 0.007, 'strategy2': 0.993}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}]","[None, None, None, None, None, None, None, None, None, None]","[1.972098, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05]",0.197298,0.8943999999999999,0.9,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",4.0,agent2,Claude Haiku 4.5,cooperative,0.7,"['OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA']","[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0]",[],"[{'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}]","[None, None, None, None, None, None, None, None, None, None]","[9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05]",9.800000000000008e-05,0.993,1.0,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",4.0,12.0,6.0,0.0,,"[{'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}]"
game_1,en,True,10,3,False,True,2,agent1,Claude Haiku 4.5,cooperative,0.7,"['OptionA', 'OptionB', 'OptionB']","[0.0, 10.0, 2.0]",[],"[{'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.007, 'strategy2': 0.993}, {'strategy1': 0.993, 'strategy2': 0.007}]","[None, None, None]","[1.972098, 1.972098, 1.972098]",1.972098,0.007,0.0,"[2.0, 0.0, 0.0]",0.6666666666666666,agent2,Claude Haiku 4.5,cooperative,0.7,"['OptionB', 'OptionA', 'OptionB']","[10.0, 0.0, 2.0]",[],"[{'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.3, 'strategy2': 0.7}]","[None, None, None]","[9.800000000000009e-05, 1.972098, 0.18000000000000002]",0.7173986666666666,0.5666666666666667,0.6666666666666666,"[0.0, 2.0, 0.0]",0.6666666666666666,8.0,0.6666666666666666,0.3333333333333333,,"[{'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
game_2,en,True,10,10,False,True,2,agent1,Claude Haiku 4.5,cooperative,0.7,"['OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB']","[10.0, 0.0, 6.0, 0.0, 6.0, 0.0, 6.0, 6.0, 0.0, 2.0]",[],"[{'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.007, 'strategy2': 0.993}, {'strategy1': 0.5, 'strategy2': 0.5}, {'strategy1': 0.5, 'strategy2': 0.5}, {'strategy1': 0.5, 'strategy2': 0.5}, {'strategy1': 0.5, 'strategy2': 0.5}, {'strategy1': 0.5, 'strategy2': 0.5}, {'strategy1': 0.5, 'strategy2': 0.5}, {'strategy1': 0.5, 'strategy2': 0.5}]","[None, None, None, None, None, None, None, None, None, None]","[9.800000000000009e-05, 1.972098, 1.972098, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",0.7444294,0.4507,0.4,"[0.0, 2.0, 4.0, 2.0, 4.0, 2.0, 4.0, 4.0, 2.0, 0.0]",2.4,agent2,Claude Haiku 4.5,selfish,0.7,"['OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionB']","[0.0, 10.0, 6.0, 10.0, 6.0, 10.0, 6.0, 6.0, 10.0, 2.0]",[],"[{'strategy1': 0.007, 'strategy2': 0.993}, {'strategy1': 0.007, 'strategy2': 0.993}, {'strategy1': 0.5, 'strategy2': 0.5}, {'strategy1': 0.5, 'strategy2': 0.5}, {'strategy1': 0.5, 'strategy2': 0.5}, {'strategy1': 0.5, 'strategy2': 0.5}, {'strategy1': 0.5, 'strategy2': 0.5}, {'strategy1': 0.5, 'strategy2': 0.5}, {'strategy1': 0.5, 'strategy2': 0.5}, {'strategy1': 0.5, 'strategy2': 0.5}]","[None, None, None, None, None, None, None, None, None, None]","[9.800000000000009e-05, 1.972098, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",0.5972196000000001,0.5,0.8,"[2.0, 0.0, 4.0, 0.0, 4.0, 0.0, 4.0, 4.0, 0.0, 0.0]",1.8,10.2,2.6,0.25,,"[{'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
game_3,en,True,10,2,False,True,2,agent1,Claude Haiku 4.5,cooperative,0.7,"['OptionB', 'OptionB']","[10.0, 2.0]",[],"[{'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}]","[None, None]","[9.800000000000009e-05, 1.972098]",0.9860979999999999,0.5,0.5,"[0.0, 0.0]",0.0,agent2,Claude Haiku 4.5,selfish,0.7,"['OptionA', 'OptionB']","[0.0, 2.0]",[],"[{'strategy1': 0.007, 'strategy2': 0.993}, {'strategy1': 0.007, 'strategy2': 0.993}]","[None, None]","[9.800000000000009e-05, 9.800000000000009e-05]",9.800000000000009e-05,0.993,1.0,"[2.0, 0.0]",1.0,7.0,1.0,0.25,,"[{'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
game_4,en,True,10,10,False,True,2,agent1,Claude Haiku 4.5,cooperative,0.7,"['OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA']","[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0]",[],"[{'strategy1': 0.007, 'strategy2': 0.993}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}]","[None, None, None, None, None, None, None, None, None, None]","[1.972098, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05]",0.197298,0.8943999999999999,0.9,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",4.0,agent2,Claude Haiku 4.5,cooperative,0.7,"['OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA']","[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0]",[],"[{'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}]","[None, None, None, None, None, None, None, None, None, None]","[9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05]",9.800000000000008e-05,0.993,1.0,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",4.0,12.0,6.0,0.0,,"[{'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}]"
game_5,en,True,10,10,False,True,2,agent1,Claude Haiku 4.5,cooperative,0.7,"['OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB']","[10.0, 0.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 0.0, 10.0]",[],"[{'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.007, 'strategy2': 0.993}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}]","[None, None, None, None, None, None, None, None, None, None]","[9.800000000000009e-05, 1.972098, 1.972098, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 1.972098, 9.800000000000009e-05]",0.591698,0.6971999999999999,0.7,"[0.0, 2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 2.0, 0.0]",2.8,agent2,Claude Haiku 4.5,selfish,0.7,"['OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA']","[0.0, 10.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 10.0, 0.0]",[],"[{'strategy1': 0.007, 'strategy2': 0.993}, {'strategy1': 0.007, 'strategy2': 0.993}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.007, 'strategy2': 0.993}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}]","[None, None, None, None, None, None, None, None, None, None]","[9.800000000000009e-05, 1.972098, 9.800000000000009e-05, 1.972098, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 1.972098]",0.591698,0.6971999999999999,0.7,"[2.0, 0.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 0.0, 2.0]",2.8,11.2,3.6,0.2,,"[{'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}]"
game_6,en,True,10,9,False,True,2,agent1,Claude Haiku 4.5,cooperative,0.7,"['OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB']","[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 0.0, 2.0]",[],"[{'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.007, 'strategy2': 0.993}]","[None, None, None, None, None, None, None, None, None]","[9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 1.972098, 9.800000000000009e-05]",0.21920911111111108,0.8834444444444444,0.8888888888888888,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 2.0, 0.0]",3.3333333333333335,agent2,Claude Haiku 4.5,selfish,0.7,"['OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB']","[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 10.0, 2.0]",[],"[{'strategy1': 0.007, 'strategy2': 0.993}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}]","[None, None, None, None, None, None, None, None, None]","[1.972098, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 1.972098]",0.4383202222222222,0.7738888888888888,0.7777777777777778,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 0.0, 0.0]",3.111111111111111,10.88888888888889,4.888888888888889,0.05555555555555555,,"[{'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
game_7,en,True,10,1,False,True,2,agent1,Claude Haiku 4.5,selfish,0.7,['OptionB'],[2.0],[],"[{'strategy1': 0.993, 'strategy2': 0.007}]",[None],[1.972098],1.972098,0.007,0.0,[0.0],0.0,agent2,Claude Haiku 4.5,selfish,0.7,['OptionB'],[2.0],[],"[{'strategy1': 0.993, 'strategy2': 0.007}]",[None],[1.972098],1.972098,0.007,0.0,[0.0],0.0,4.0,2.0,0.0,,"[{'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
game_8,en,True,10,10,False,True,2,agent1,Claude Haiku 4.5,selfish,0.7,"['OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA']","[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 0.0, 0.0, 0.0]",[],"[{'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.007, 'strategy2': 0.993}, {'strategy1': 0.007, 'strategy2': 0.993}]","[None, None, None, None, None, None, None, None, None, None]","[9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 1.972098, 9.800000000000009e-05, 9.800000000000009e-05]",0.197298,0.8943999999999999,0.9,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 2.0, 2.0, 2.0]",3.4,agent2,Claude Haiku 4.5,selfish,0.7,"['OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionB']","[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 10.0, 10.0, 10.0]",[],"[{'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.95, 'strategy2': 0.05}]","[None, None, None, None, None, None, None, None, None, None]","[9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 0.0050000000000000044]",0.0005882000000000005,0.9887,1.0,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 0.0, 0.0, 0.0]",2.8,11.4,4.2,0.15,,"[{'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}]"
game_9,en,True,10,10,False,True,2,agent1,Claude Haiku 4.5,selfish,0.7,"['OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA']","[10.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 0.0]",[],"[{'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.85, 'strategy2': 0.15}, {'strategy1': 0.99, 'strategy2': 0.01}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}]","[None, None, None, None, None, None, None, None, None, None]","[9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 0.045000000000000005, 0.0002000000000000002, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 1.972098]",0.2017984,0.8798,0.9,"[0.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 2.0]",3.4,agent2,Claude Haiku 4.5,selfish,0.7,"['OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB']","[0.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 10.0]",[],"[{'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.007, 'strategy2': 0.993}, {'strategy1': 0.5, 'strategy2': 0.5}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}, {'strategy1': 0.993, 'strategy2': 0.007}]","[None, None, None, None, None, None, None, None, None, None]","[1.972098, 1.972098, 0.5, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05, 9.800000000000009e-05]",0.4444882,0.7464999999999999,0.8,"[2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 0.0]",3.4,11.6,4.8,0.1,,"[{'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}]"
