game_id,language,n_rounds_is_known,max_rounds,played_rounds,agents_communicate,elicit_beliefs,tom_order,agent1_name,agent1_llm,agent1_personality,agent1_knows_opponent_with_prob,agent1_strategies,agent1_scores,agent1_messages,agent1_regret_per_round,agent1_regret_mean,agent2_name,agent2_llm,agent2_personality,agent2_knows_opponent_with_prob,agent2_strategies,agent2_scores,agent2_messages,agent2_regret_per_round,agent2_regret_mean,welfare_mean_sum,welfare_mean_min,welfare_mean_gini,welfare_efficiency,welfare_per_round
game_0,en,True,10,1,False,False,1,agent1,GPT-4o,cooperative,0.0,['OptionB'],[2.0],[],[0.0],0.0,agent2,GPT-4o,cooperative,0.0,['OptionB'],[2.0],[],[0.0],0.0,4.0,2.0,0.0,,"[{'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
game_1,en,True,10,1,False,False,1,agent1,GPT-4o,cooperative,0.0,['OptionB'],[2.0],[],[0.0],0.0,agent2,GPT-4o,cooperative,0.5,['OptionB'],[2.0],[],[0.0],0.0,4.0,2.0,0.0,,"[{'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
game_2,en,True,10,1,False,False,1,agent1,GPT-4o,cooperative,0.0,['OptionB'],[2.0],[],[0.0],0.0,agent2,GPT-4o,cooperative,1.0,['OptionB'],[2.0],[],[0.0],0.0,4.0,2.0,0.0,,"[{'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
game_3,en,True,10,10,False,False,1,agent1,GPT-4o,cooperative,0.0,"['OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA']","[10.0, 6.0, 0.0, 6.0, 6.0, 0.0, 6.0, 0.0, 6.0, 6.0]",[],"[0.0, 4.0, 2.0, 4.0, 4.0, 2.0, 4.0, 2.0, 4.0, 4.0]",3.0,agent2,GPT-4o,selfish,0.0,"['OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionA']","[0.0, 6.0, 10.0, 6.0, 6.0, 10.0, 6.0, 10.0, 6.0, 6.0]",[],"[2.0, 4.0, 0.0, 4.0, 4.0, 0.0, 4.0, 0.0, 4.0, 4.0]",2.6,11.2,3.6,0.2,,"[{'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}]"
game_4,en,True,10,10,False,False,1,agent1,GPT-4o,cooperative,0.0,"['OptionA', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionB', 'OptionA']","[0.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 6.0]",[],"[2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0]",0.6,agent2,GPT-4o,selfish,0.5,"['OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA']","[10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0]",[],"[0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]",2.0,10.2,0.6,0.45,,"[{'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}]"
game_5,en,True,10,1,False,False,1,agent1,GPT-4o,cooperative,0.0,['OptionB'],[2.0],[],[0.0],0.0,agent2,GPT-4o,selfish,1.0,['OptionB'],[2.0],[],[0.0],0.0,4.0,2.0,0.0,,"[{'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
game_6,en,True,10,1,False,False,1,agent1,GPT-4o,cooperative,0.0,['OptionB'],[2.0],[],[0.0],0.0,agent2,GPT-4o,neutral,0.0,['OptionB'],[2.0],[],[0.0],0.0,4.0,2.0,0.0,,"[{'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
game_7,en,True,10,1,False,False,1,agent1,GPT-4o,cooperative,0.0,['OptionB'],[2.0],[],[0.0],0.0,agent2,GPT-4o,neutral,0.5,['OptionB'],[2.0],[],[0.0],0.0,4.0,2.0,0.0,,"[{'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
game_8,en,True,10,1,False,False,1,agent1,GPT-4o,cooperative,0.0,['OptionB'],[2.0],[],[0.0],0.0,agent2,GPT-4o,neutral,1.0,['OptionB'],[2.0],[],[0.0],0.0,4.0,2.0,0.0,,"[{'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
game_9,en,True,10,1,False,False,1,agent1,GPT-4o,cooperative,0.5,['OptionB'],[2.0],[],[0.0],0.0,agent2,GPT-4o,cooperative,0.5,['OptionB'],[2.0],[],[0.0],0.0,4.0,2.0,0.0,,"[{'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
